Open,High,Low,Close,Adj Close,Volume,Ticker,Date
115.94000244140624,116.66000366210938,115.9000015258789,116.22000122070312,90.9371337890625,119200.0,VOO,2011-01-03
116.55999755859376,116.55999755859376,115.5,116.12000274658205,90.85888671875,108350.0,VOO,2011-01-04
115.86000061035156,116.8000030517578,115.72000122070312,116.73999786376952,91.34403228759766,717750.0,VOO,2011-01-05
116.83999633789062,116.91999816894533,116.22000122070312,116.54000091552734,91.18750762939452,72450.0,VOO,2011-01-06
116.6999969482422,116.86000061035156,115.4800033569336,116.3000030517578,90.9997329711914,82250.0,VOO,2011-01-07
115.87999725341795,116.27999877929688,115.4800033569336,116.1999969482422,90.9214859008789,124500.0,VOO,2011-01-10
116.66000366210938,116.83999633789062,116.12000274658205,116.58000183105467,91.21881103515624,131700.0,VOO,2011-01-11
117.31999969482422,117.72000122070312,117.0999984741211,117.62000274658205,92.03262329101562,107350.0,VOO,2011-01-12
117.68000030517578,117.73999786376952,117.16000366210938,117.45999908447266,91.90739440917967,96050.0,VOO,2011-01-13
117.3000030517578,118.33999633789062,117.26000213623048,118.3000030517578,92.5646514892578,193400.0,VOO,2011-01-14
118.26000213623048,118.58000183105467,118.04000091552734,118.5,92.72116088867188,194900.0,VOO,2011-01-17
118.26000213623048,118.58000183105467,118.04000091552734,118.5,92.72116088867188,194900.0,VOO,2011-01-18
118.44000244140624,118.5,117.0199966430664,117.31999969482422,91.7978515625,111950.0,VOO,2011-01-19
117.08000183105467,117.37999725341795,116.31999969482422,117.18000030517578,91.68829345703124,103450.0,VOO,2011-01-20
117.9000015258789,118.13999938964844,117.31999969482422,117.44000244140624,91.89173126220705,117950.0,VOO,2011-01-21
117.4000015258789,118.1999969482422,117.37999725341795,118.16000366210938,92.45511627197266,455900.0,VOO,2011-01-24
117.8000030517578,118.1999969482422,117.1999969482422,118.12000274658205,92.42379760742188,226550.0,VOO,2011-01-25
118.44000244140624,118.94000244140624,118.23999786376952,118.73999786376952,92.908935546875,109250.0,VOO,2011-01-26
118.68000030517578,119.0999984741211,118.4800033569336,118.9000015258789,93.03409576416016,297250.0,VOO,2011-01-27
119.08000183105467,119.22000122070312,116.68000030517578,116.8000030517578,91.39094543457033,891400.0,VOO,2011-01-28
117.22000122070312,117.8000030517578,116.94000244140624,117.6999969482422,92.09517669677734,140550.0,VOO,2011-01-31
118.4800033569336,119.77999877929688,118.37999725341795,119.54000091552734,93.5348892211914,147400.0,VOO,2011-02-01
119.23999786376952,119.66000366210938,119.23999786376952,119.33999633789062,93.3783950805664,91000.0,VOO,2011-02-02
119.1999969482422,119.8000030517578,118.5,119.63999938964844,93.61315155029295,72250.0,VOO,2011-02-03
119.6999969482422,120.0199966430664,119.13999938964844,119.95999908447266,93.86351013183594,97050.0,VOO,2011-02-04
120.3000030517578,121.12000274658205,120.26000213623048,120.72000122070312,94.45821380615234,118050.0,VOO,2011-02-07
120.87999725341795,121.3000030517578,120.5999984741211,121.27999877929688,94.89637756347656,153500.0,VOO,2011-02-08
